timestamp,cpu_avg,rps,mem_avg,lat_p95,err_rate,phi1,phi2,phi3
1527386400,0.338,37.0,0.4026,81.9,0.00211,0.3248,0.3869,0.2883
1527386700,0.3464,39.6,0.4059,89.8,0.00186,0.3292,0.3857,0.2851
1527387000,0.3371,35.1,0.405,77.8,0.00157,0.3235,0.3886,0.2879
1527387300,0.3178,38.4,0.4044,77.7,0.00228,0.3109,0.3956,0.2935
1527387600,0.2868,33.3,0.4038,81.0,0.00245,0.2895,0.4076,0.3028
1527387900,0.388,41.3,0.4042,93.6,0.00111,0.3552,0.3701,0.2747
1527388200,0.3528,37.9,0.4024,92.0,0.00145,0.3343,0.3813,0.2843
1527388500,0.323,43.2,0.402,91.7,0.00326,0.3151,0.3922,0.2927
1527388800,0.3052,36.3,0.4043,80.1,0.00172,0.3023,0.4005,0.2972
1527389100,0.3187,34.1,0.4038,89.0,0.00126,0.3117,0.3949,0.2934
1527389400,0.3058,38.9,0.4013,78.5,0.00236,0.3036,0.3985,0.2979
1527389700,0.3213,33.8,0.3992,87.5,0.0013,0.3148,0.3912,0.294
1527390000,0.2909,36.0,0.399,80.3,0.00151,0.2939,0.4031,0.3031
1527390300,0.2853,29.1,0.4025,81.2,0.00108,0.2888,0.4075,0.3037
1527390600,0.2931,31.5,0.4057,81.9,0.00204,0.2935,0.4062,0.3004
1527390900,0.2795,35.2,0.402,68.3,0.00299,0.2848,0.4096,0.3057
1527391200,0.2514,34.8,0.3958,68.4,0.00129,0.2654,0.4179,0.3167
1527391500,0.3444,39.6,0.3945,85.1,0.00238,0.3315,0.3797,0.2888
1527391800,0.2811,34.3,0.3915,68.0,0.00151,0.289,0.4025,0.3085
1527392100,0.2596,32.3,0.3908,80.9,0.00255,0.2731,0.4112,0.3157
1527392400,0.298,31.4,0.3903,85.0,0.00241,0.3015,0.3949,0.3036
1527392700,0.3117,34.7,0.3896,83.1,0.00107,0.3113,0.3891,0.2996
1527393000,0.2799,33.2,0.3915,71.3,0.00157,0.2881,0.403,0.3088
1527393300,0.2981,39.0,0.3952,88.1,0.00129,0.3001,0.3979,0.302
1527393600,0.2674,34.7,0.3943,89.0,0.00366,0.278,0.41,0.3119
1527393900,0.2871,29.8,0.3939,79.6,0.00287,0.2927,0.4015,0.3058
1527394200,0.2902,36.3,0.3904,82.1,0.00113,0.2959,0.3981,0.3059
1527394500,0.266,32.5,0.3898,77.8,0.00161,0.2783,0.4078,0.3139
1527394800,0.2448,30.1,0.3862,77.7,0.00112,0.2629,0.4148,0.3222
1527395100,0.3571,41.8,0.3861,85.0,0.00124,0.3423,0.3701,0.2876
1527395400,0.3592,43.2,0.388,85.7,0.00224,0.343,0.3705,0.2865
1527395700,0.4057,46.2,0.3923,96.0,0.00108,0.3695,0.3573,0.2732
1527396000,0.3792,39.0,0.3931,102.0,0.00232,0.3536,0.3666,0.2798
1527396300,0.3616,39.4,0.3883,77.8,0.0028,0.3444,0.3698,0.2857
1527396600,0.3652,41.6,0.3826,85.9,0.00183,0.3485,0.3651,0.2863
1527396900,0.3828,44.7,0.3823,81.2,0.00237,0.3594,0.3589,0.2817
1527397200,0.3445,37.7,0.3842,94.0,0.00156,0.3349,0.3735,0.2916
1527397500,0.3686,40.2,0.3859,83.3,0.00269,0.3495,0.366,0.2845
1527397800,0.3534,36.4,0.3826,76.7,0.00169,0.3411,0.3693,0.2896
1527398100,0.3284,34.4,0.3828,86.7,0.00144,0.3248,0.3786,0.2967
1527398400,0.2769,36.8,0.3831,88.2,0.00131,0.2884,0.3991,0.3125
1527398700,0.3548,43.9,0.385,89.5,0.00131,0.3412,0.3703,0.2885
1527399000,0.3087,36.4,0.3818,82.1,0.00162,0.3117,0.3855,0.3029
1527399300,0.3018,39.1,0.3735,82.6,0.0017,0.3094,0.383,0.3076
1527399600,0.348,40.4,0.3683,93.3,0.00185,0.3424,0.3624,0.2952
1527399900,0.3103,34.8,0.3682,75.8,0.00106,0.3171,0.3763,0.3066
1527400200,0.2975,36.9,0.3671,79.1,0.00236,0.3084,0.3806,0.311
1527400500,0.3146,41.6,0.3675,78.7,0.0014,0.3203,0.3742,0.3055
1527400800,0.285,34.8,0.3693,71.5,0.00142,0.2986,0.387,0.3144
1527401100,0.2626,38.1,0.3719,74.3,0.00122,0.281,0.398,0.321
1527401400,0.2393,23.9,0.367,80.6,0.00287,0.264,0.4049,0.331
1527401700,0.2158,32.6,0.3602,75.0,0.00256,0.2463,0.4112,0.3425
1527402000,0.1953,28.9,0.3537,73.4,0.00322,0.23,0.4166,0.3534
1527402300,0.3024,35.3,0.3516,81.1,0.00173,0.317,0.3686,0.3145
1527402600,0.2292,31.3,0.3527,76.1,0.00171,0.2599,0.3999,0.3402
1527402900,0.2362,25.6,0.3521,68.8,0.00206,0.2659,0.3964,0.3377
1527403200,0.2535,32.1,0.3489,73.5,0.00198,0.2809,0.3866,0.3324
1527403500,0.2567,34.0,0.3478,76.8,0.00195,0.2838,0.3845,0.3317
1527403800,0.2315,35.6,0.3466,74.8,0.00146,0.2636,0.3947,0.3416
1527404100,0.2583,31.5,0.3462,77.8,0.00138,0.2856,0.3828,0.3317
1527404400,0.2306,28.7,0.3402,72.2,0.00178,0.2648,0.3907,0.3445
1527404700,0.2207,28.9,0.3391,69.8,0.00143,0.2567,0.3944,0.3489
1527405000,0.2127,32.6,0.342,90.2,0.00138,0.2489,0.4001,0.351
1527405300,0.2092,30.6,0.3424,76.4,0.00181,0.2457,0.4021,0.3523
1527405600,0.1889,26.6,0.347,71.4,0.00234,0.226,0.4151,0.3589
1527405900,0.2798,36.1,0.3558,76.6,0.00314,0.2991,0.3803,0.3206
1527406200,0.2122,30.1,0.3613,68.5,0.00143,0.2429,0.4136,0.3434
1527406500,0.184,30.8,0.3644,67.6,0.00193,0.2169,0.4295,0.3536
1527406800,0.2192,28.2,0.3553,73.7,0.00126,0.2507,0.4063,0.3431
1527407100,0.2127,28.9,0.3545,60.0,0.00186,0.2453,0.4088,0.3459
1527407400,0.1857,26.8,0.3542,59.2,0.00302,0.2211,0.4217,0.3572
1527407700,0.2224,26.2,0.3566,68.4,0.00132,0.253,0.4057,0.3413
1527408000,0.1897,29.2,0.3593,70.2,0.00165,0.2234,0.4232,0.3534
1527408300,0.198,29.6,0.3597,68.4,0.00235,0.2308,0.4194,0.3498
1527408600,0.2042,29.3,0.3606,79.3,0.00186,0.2361,0.417,0.3469
1527408900,0.19,27.6,0.3628,60.1,0.00111,0.2228,0.4254,0.3518
1527409200,0.1559,21.7,0.3592,61.1,0.00407,0.1913,0.4407,0.3681
1527409500,0.2503,31.3,0.3589,84.2,0.00318,0.2753,0.3947,0.33
1527409800,0.1934,27.5,0.3579,70.1,0.00237,0.2272,0.4204,0.3524
1527410100,0.1835,25.4,0.3595,73.7,0.00139,0.2177,0.4265,0.3559
1527410400,0.1961,28.2,0.3581,81.9,0.00262,0.2296,0.4192,0.3512
1527410700,0.1916,29.6,0.3562,65.0,0.00153,0.226,0.4201,0.3539
1527411000,0.1596,31.8,0.356,65.4,0.00128,0.1957,0.4365,0.3678
1527411300,0.1868,28.6,0.3557,67.0,0.00204,0.2217,0.4222,0.3561
1527411600,0.1632,27.2,0.36,54.6,0.00272,0.1983,0.4373,0.3644
1527411900,0.1826,27.6,0.3627,66.4,0.00242,0.216,0.4291,0.3549
1527412200,0.1734,21.4,0.3603,72.6,0.00197,0.208,0.4322,0.3598
1527412500,0.1417,24.8,0.3611,67.4,0.00213,0.1765,0.4498,0.3737
1527412800,0.1429,25.2,0.3575,68.0,0.00139,0.1785,0.4467,0.3748
1527413100,0.2302,38.5,0.3558,70.8,0.00165,0.2598,0.4016,0.3386
1527413400,0.1781,26.9,0.3552,63.9,0.00121,0.2137,0.4263,0.36
1527413700,0.1754,28.2,0.354,75.2,0.00171,0.2115,0.4268,0.3617
1527414000,0.1868,28.0,0.3511,65.7,0.00104,0.2229,0.419,0.358
1527414300,0.1882,24.7,0.349,70.6,0.00173,0.2248,0.4169,0.3583
1527414600,0.179,31.0,0.349,68.9,0.00203,0.2162,0.4215,0.3623
1527414900,0.2165,32.4,0.3503,80.4,0.00148,0.2498,0.4041,0.3461
1527415200,0.2129,32.3,0.3509,77.1,0.00163,0.2465,0.4062,0.3473
1527415500,0.2468,29.5,0.3585,66.9,0.00119,0.2726,0.396,0.3314
1527415800,0.2313,35.4,0.3674,66.0,0.00237,0.2574,0.4088,0.3338
1527416100,0.2002,24.8,0.3754,73.5,0.00126,0.2286,0.4287,0.3426
1527416400,0.1941,30.3,0.373,69.0,0.0013,0.2238,0.4302,0.346
1527416700,0.3071,43.1,0.3767,78.0,0.00166,0.3122,0.3829,0.3049
1527417000,0.2588,30.1,0.3816,82.0,0.00113,0.2752,0.4058,0.319
1527417300,0.2489,30.7,0.379,76.0,0.00108,0.2682,0.4084,0.3233
1527417600,0.2761,34.6,0.3757,77.9,0.00352,0.2901,0.3947,0.3152
1527417900,0.2981,34.4,0.3711,84.5,0.00102,0.3076,0.3829,0.3095
1527418200,0.2965,31.1,0.3719,77.4,0.00283,0.3062,0.384,0.3098
1527418500,0.3723,41.3,0.3764,96.6,0.00222,0.355,0.3589,0.2861
1527418800,0.3853,38.8,0.3799,83.8,0.00234,0.3617,0.3566,0.2816
1527419100,0.3957,44.1,0.3813,93.5,0.00204,0.3674,0.354,0.2786
1527419400,0.394,39.8,0.3854,98.0,0.00155,0.365,0.3571,0.2779
1527419700,0.3887,46.9,0.39,80.6,0.00149,0.3603,0.3615,0.2781
1527420000,0.3789,39.2,0.3861,85.8,0.00166,0.3558,0.3625,0.2817
1527420300,0.4805,47.7,0.3881,104.9,0.00122,0.4112,0.3321,0.2567
1527420600,0.456,49.4,0.3921,102.5,0.0029,0.3972,0.3415,0.2613
1527420900,0.4577,43.3,0.3931,94.7,0.00108,0.3977,0.3416,0.2607
1527421200,0.4852,49.6,0.3964,94.1,0.00132,0.4106,0.3355,0.2539
1527421500,0.4961,53.6,0.4017,105.3,0.00133,0.4142,0.3354,0.2505
1527421800,0.4761,43.5,0.4044,104.7,0.00106,0.4033,0.3426,0.2541
1527422100,0.4962,50.3,0.4038,92.6,0.00119,0.4135,0.3365,0.25
1527422400,0.433,46.1,0.4009,86.1,0.00176,0.3819,0.3536,0.2646
1527422700,0.3869,44.4,0.4004,90.0,0.00257,0.3558,0.3683,0.2759
1527423000,0.4032,39.5,0.3937,94.1,0.00124,0.3676,0.3589,0.2735
1527423300,0.4267,40.9,0.3962,90.9,0.00251,0.38,0.3528,0.2672
1527423600,0.4161,45.7,0.3956,95.7,0.00242,0.3743,0.3559,0.2699
1527423900,0.509,51.5,0.3972,96.6,0.00185,0.422,0.3293,0.2487
1527424200,0.4497,47.2,0.4003,82.3,0.00154,0.391,0.3481,0.2609
1527424500,0.4493,47.5,0.3988,92.4,0.00265,0.3913,0.3474,0.2613
1527424800,0.4896,47.2,0.4006,99.3,0.00292,0.4114,0.3366,0.2521
1527425100,0.4952,50.4,0.4053,97.9,0.00113,0.4125,0.3376,0.2499
1527425400,0.4792,49.4,0.4079,91.0,0.00197,0.4037,0.3436,0.2527
1527425700,0.5529,51.6,0.4082,94.4,0.00127,0.4384,0.3237,0.2379
1527426000,0.5258,57.4,0.4083,99.5,0.0041,0.4261,0.3308,0.2431
1527426300,0.5351,53.9,0.4095,108.9,0.00257,0.4299,0.329,0.241
1527426600,0.527,48.3,0.4137,110.2,0.00147,0.4248,0.3334,0.2418
1527426900,0.4845,50.9,0.4171,105.6,0.00241,0.4032,0.3471,0.2497
1527427200,0.4531,43.8,0.4094,90.4,0.00112,0.3898,0.3522,0.2581
1527427500,0.5936,58.9,0.4101,102.4,0.0022,0.4553,0.3146,0.2301
1527427800,0.5328,55.8,0.4156,106.3,0.00111,0.4268,0.3329,0.2403
1527428100,0.5724,52.6,0.4157,111.1,0.00295,0.4444,0.3227,0.2329
1527428400,0.5612,57.2,0.4089,108.5,0.00162,0.4419,0.3219,0.2362
1527428700,0.5531,55.0,0.4087,93.2,0.00222,0.4383,0.3239,0.2378
1527429000,0.5508,56.0,0.4124,99.9,0.00138,0.436,0.3265,0.2375
1527429300,0.5654,60.3,0.4155,106.4,0.00114,0.4414,0.3244,0.2342
1527429600,0.511,50.0,0.4178,104.0,0.00116,0.4159,0.34,0.2441
1527429900,0.4914,47.1,0.4155,103.7,0.00118,0.4072,0.3443,0.2486
1527430200,0.5089,48.0,0.4174,101.8,0.00104,0.415,0.3404,0.2446
1527430500,0.5009,47.6,0.4246,102.1,0.00177,0.4087,0.3465,0.2448
1527430800,0.5476,53.1,0.4281,105.3,0.00223,0.4293,0.3356,0.2352
1527431100,0.6153,59.1,0.427,115.6,0.00181,0.4584,0.3181,0.2235
1527431400,0.559,55.0,0.4262,107.8,0.00131,0.435,0.3316,0.2334
1527431700,0.513,53.4,0.4234,101.7,0.0019,0.4149,0.3424,0.2426
1527432000,0.509,50.7,0.4215,99.3,0.00242,0.4137,0.3425,0.2438
1527432300,0.5064,54.8,0.4138,101.1,0.00297,0.415,0.3391,0.2459
1527432600,0.4965,49.0,0.4168,102.6,0.00123,0.4092,0.3435,0.2473
1527432900,0.5701,63.1,0.4179,108.6,0.0015,0.4426,0.3245,0.2329
1527433200,0.5335,54.2,0.4202,105.6,0.00172,0.4255,0.3352,0.2393
1527433500,0.5272,49.3,0.4287,110.8,0.00158,0.4198,0.3413,0.2389
1527433800,0.5233,48.4,0.4345,103.9,0.00176,0.416,0.3454,0.2385
1527434100,0.5157,52.5,0.433,97.7,0.00187,0.413,0.3468,0.2402
1527434400,0.4704,47.3,0.431,102.3,0.00169,0.3915,0.3587,0.2497
1527434700,0.5535,55.9,0.4312,97.2,0.00218,0.4308,0.3356,0.2335
1527435000,0.5061,51.8,0.4284,94.1,0.00127,0.41,0.347,0.243
1527435300,0.4831,48.6,0.4216,100.3,0.00191,0.401,0.35,0.249
1527435600,0.4927,46.9,0.4146,102.4,0.00246,0.4081,0.3434,0.2485
1527435900,0.4978,45.3,0.4095,92.3,0.00187,0.4123,0.3392,0.2485
1527436200,0.5181,49.9,0.4004,99.5,0.00152,0.4252,0.3286,0.2462
1527436500,0.5934,59.1,0.3955,105.7,0.00119,0.4604,0.3069,0.2328
1527436800,0.5104,51.4,0.3829,98.1,0.00251,0.4277,0.3209,0.2514
1527437100,0.4806,44.9,0.3883,103.7,0.00174,0.4112,0.3322,0.2567
1527437400,0.4939,50.1,0.3886,103.6,0.00176,0.4177,0.3286,0.2537
1527437700,0.4883,50.3,0.3797,98.7,0.00359,0.4181,0.3251,0.2568
1527438000,0.5328,49.6,0.3701,100.0,0.00298,0.4429,0.3077,0.2494
1527438300,0.6681,62.2,0.3646,108.7,0.0012,0.5013,0.2736,0.2251
1527438600,0.5154,51.3,0.3575,110.1,0.00141,0.4394,0.3048,0.2558
1527438900,0.5043,46.9,0.3521,104.0,0.00162,0.4361,0.3045,0.2594
1527439200,0.5101,51.8,0.3461,96.8,0.00185,0.4412,0.2993,0.2595
1527439500,0.5391,54.4,0.3494,108.2,0.00187,0.4536,0.294,0.2524
1527439800,0.495,52.9,0.3526,99.1,0.00115,0.4313,0.3072,0.2614
1527440100,0.5217,54.7,0.3556,100.4,0.00152,0.4431,0.302,0.2548
1527440400,0.457,42.9,0.3554,98.3,0.00222,0.4108,0.3195,0.2697
1527440700,0.4994,47.1,0.3584,95.5,0.00168,0.4313,0.3096,0.2591
1527441000,0.4954,51.2,0.3678,97.5,0.00135,0.4259,0.3162,0.2579
1527441300,0.4613,48.8,0.3669,96.9,0.00195,0.4089,0.3252,0.2659
1527441600,0.4598,48.7,0.3721,93.0,0.00203,0.4062,0.3287,0.265
1527441900,0.5163,62.7,0.3761,105.6,0.00107,0.433,0.3154,0.2516
1527442200,0.4776,50.1,0.3799,109.0,0.00282,0.4126,0.3282,0.2592
1527442500,0.4697,51.3,0.3702,92.4,0.00209,0.4121,0.3248,0.2632
1527442800,0.4784,51.4,0.3611,87.8,0.00138,0.4198,0.3169,0.2633
1527443100,0.4718,50.0,0.361,85.2,0.00199,0.4165,0.3187,0.2648
1527443400,0.4595,46.2,0.3657,95.0,0.00154,0.4084,0.325,0.2666
1527443700,0.4746,50.5,0.3714,93.5,0.00149,0.4141,0.3241,0.2618
1527444000,0.4731,45.8,0.3604,98.6,0.00158,0.4174,0.318,0.2647
1527444300,0.4659,46.9,0.3618,97.4,0.00182,0.4131,0.3208,0.266
1527444600,0.4518,45.2,0.3658,85.6,0.00122,0.4043,0.3273,0.2684
1527444900,0.4523,46.9,0.367,84.3,0.00144,0.4041,0.3279,0.268
1527445200,0.4318,52.2,0.3648,95.0,0.00224,0.3938,0.3327,0.2736
1527445500,0.5558,48.3,0.3735,106.4,0.00132,0.4521,0.3038,0.244
1527445800,0.502,52.2,0.385,97.6,0.00254,0.4229,0.3243,0.2527
1527446100,0.4523,41.8,0.3881,85.3,0.00191,0.3966,0.3403,0.2631
1527446400,0.49,47.9,0.3853,101.8,0.00152,0.4169,0.3278,0.2553
1527446700,0.4767,51.6,0.3731,105.3,0.00229,0.4146,0.3245,0.2609
1527447000,0.4496,46.7,0.3727,96.6,0.00126,0.4006,0.3321,0.2673
1527447300,0.4699,44.7,0.373,91.9,0.00139,0.4111,0.3264,0.2625
1527447600,0.4229,42.5,0.3745,92.6,0.00128,0.3854,0.3413,0.2734
1527447900,0.442,48.0,0.3805,86.0,0.00211,0.3938,0.339,0.2673
1527448200,0.4384,43.5,0.3856,100.2,0.00146,0.39,0.3431,0.2669
1527448500,0.4113,44.4,0.3869,91.6,0.00282,0.3745,0.3523,0.2732
1527448800,0.4141,44.1,0.388,80.8,0.00209,0.3757,0.3521,0.2722
1527449100,0.4936,47.6,0.3932,97.6,0.00152,0.4159,0.3313,0.2528
1527449400,0.4667,54.1,0.3928,99.4,0.00203,0.4025,0.3388,0.2587
1527449700,0.4644,49.4,0.3827,94.4,0.00118,0.4048,0.3336,0.2615
1527450000,0.4762,42.3,0.3807,96.0,0.00107,0.4116,0.3291,0.2593
1527450300,0.4767,48.9,0.3847,90.3,0.0017,0.4105,0.3312,0.2583
1527450600,0.4788,46.5,0.3851,101.3,0.00164,0.4114,0.3309,0.2578
1527450900,0.5036,52.8,0.3854,96.5,0.00117,0.4235,0.3241,0.2523
1527451200,0.4826,46.4,0.386,85.3,0.00112,0.413,0.3303,0.2567
1527451500,0.4338,45.0,0.3878,91.2,0.00172,0.3868,0.3458,0.2675
1527451800,0.4607,48.8,0.3899,102.0,0.00186,0.4004,0.3389,0.2607
1527452100,0.4029,45.8,0.3794,88.0,0.0027,0.3723,0.3505,0.2772
1527452400,0.4032,39.6,0.3699,100.7,0.00305,0.3757,0.3447,0.2796
1527452700,0.4792,47.5,0.365,100.5,0.00246,0.4188,0.319,0.2622
1527453000,0.4475,44.9,0.3748,96.8,0.00105,0.3987,0.334,0.2673
1527453300,0.4139,42.0,0.3717,90.6,0.002,0.3813,0.3424,0.2763
1527453600,0.4495,51.8,0.3601,94.5,0.00136,0.4051,0.3245,0.2704
1527453900,0.4074,44.7,0.3576,89.2,0.00135,0.3825,0.3358,0.2817
1527454200,0.3847,38.1,0.3532,86.7,0.00155,0.3707,0.3403,0.289
1527454500,0.4193,47.1,0.3338,95.1,0.00181,0.3982,0.317,0.2849
1527454800,0.3685,47.2,0.333,81.2,0.00133,0.3679,0.3325,0.2996
1527455100,0.429,48.1,0.3375,86.4,0.00203,0.4023,0.3165,0.2813
1527455400,0.4494,41.9,0.3432,88.2,0.00208,0.4113,0.3141,0.2746
1527455700,0.383,40.4,0.3529,100.6,0.00101,0.3697,0.3407,0.2896
1527456000,0.3776,45.2,0.3536,90.9,0.00184,0.3662,0.3429,0.2909
1527456300,0.4149,41.9,0.3616,93.3,0.002,0.3854,0.3359,0.2787
1527456600,0.3745,42.5,0.3647,81.1,0.00146,0.3604,0.3509,0.2887
1527456900,0.348,41.7,0.3647,88.5,0.00139,0.3436,0.3601,0.2962
1527457200,0.3559,37.1,0.3704,84.9,0.0019,0.3468,0.3609,0.2923
1527457500,0.3663,40.5,0.3689,87.9,0.00167,0.3538,0.3564,0.2898
1527457800,0.3084,26.9,0.3689,75.0,0.00275,0.3156,0.3775,0.307
1527458100,0.3389,35.6,0.3695,84.9,0.00108,0.3361,0.3664,0.2975
1527458400,0.3998,42.2,0.3779,87.4,0.00254,0.371,0.3507,0.2784
1527458700,0.4242,41.0,0.3812,87.8,0.00219,0.3838,0.3449,0.2714
1527459000,0.3629,45.3,0.3843,90.7,0.00104,0.3465,0.367,0.2865
1527459300,0.3011,31.8,0.3897,70.9,0.00114,0.3039,0.3933,0.3028
1527459600,0.2852,33.6,0.3938,81.9,0.00297,0.2913,0.4022,0.3064
1527459900,0.3917,42.8,0.3959,93.3,0.00204,0.3602,0.364,0.2758
1527460200,0.3283,42.3,0.3888,77.6,0.00104,0.3228,0.3823,0.295
1527460500,0.3099,32.4,0.3919,76.1,0.00206,0.3093,0.3912,0.2995
1527460800,0.3499,43.0,0.3902,83.7,0.00149,0.3364,0.3752,0.2884
1527461100,0.3271,37.9,0.3913,84.4,0.00268,0.3212,0.3842,0.2946
1527461400,0.3506,36.6,0.3946,84.1,0.00214,0.3354,0.3775,0.287
1527461700,0.3416,40.3,0.392,86.8,0.00159,0.3305,0.3793,0.2902
1527462000,0.3137,37.6,0.3844,91.9,0.00139,0.3143,0.3851,0.3006
1527462300,0.3045,34.5,0.3743,77.4,0.00102,0.3111,0.3824,0.3065
1527462600,0.2979,36.1,0.3687,69.5,0.00152,0.3082,0.3814,0.3104
1527462900,0.2851,33.8,0.3643,83.5,0.00216,0.3003,0.3837,0.316
1527463200,0.2807,35.0,0.367,88.2,0.00266,0.2962,0.3873,0.3166
1527463500,0.3441,41.1,0.375,86.8,0.00292,0.3377,0.368,0.2944
1527463800,0.3096,41.4,0.3826,74.4,0.00105,0.312,0.3856,0.3024
1527464100,0.2675,30.0,0.3897,76.0,0.00342,0.2795,0.4071,0.3134
1527464400,0.2816,41.1,0.3984,71.4,0.0014,0.2873,0.4065,0.3061
1527464700,0.2869,29.2,0.3976,82.5,0.0014,0.2914,0.4039,0.3047
1527465000,0.248,31.9,0.3964,66.7,0.00243,0.2626,0.4197,0.3177
1527465300,0.2991,37.7,0.3985,78.1,0.00146,0.2998,0.3995,0.3007
1527465600,0.3116,37.7,0.3988,75.1,0.00238,0.3084,0.3947,0.2969
1527465900,0.322,35.7,0.3978,83.0,0.00261,0.3157,0.3901,0.2942
1527466200,0.3209,36.8,0.3988,79.9,0.00306,0.3147,0.3911,0.2942
1527466500,0.287,33.6,0.402,79.8,0.00153,0.2902,0.4065,0.3033
1527466800,0.2861,33.3,0.4041,78.7,0.00119,0.2889,0.4081,0.303
1527467100,0.3973,45.4,0.41,83.8,0.00211,0.3588,0.3703,0.2709
1527467400,0.3574,41.1,0.4136,89.5,0.00195,0.3337,0.3862,0.2801
1527467700,0.3796,39.5,0.4128,87.7,0.00178,0.3475,0.3779,0.2746
1527468000,0.4073,46.2,0.4119,84.8,0.00149,0.3639,0.368,0.268
1527468300,0.4069,44.4,0.4039,104.1,0.0013,0.3663,0.3636,0.2701
1527468600,0.3491,41.9,0.4037,87.8,0.00206,0.3316,0.3835,0.285
1527468900,0.3289,39.9,0.4085,82.0,0.00118,0.317,0.3938,0.2892
1527469200,0.2697,31.4,0.4144,85.5,0.0024,0.2741,0.4211,0.3048
1527469500,0.3005,34.4,0.4185,91.1,0.00143,0.2949,0.4107,0.2944
1527469800,0.2967,38.0,0.4212,78.8,0.00113,0.2915,0.4138,0.2947
1527470100,0.2712,35.8,0.4208,79.2,0.00121,0.2734,0.4242,0.3024
1527470400,0.2508,32.5,0.4195,69.2,0.00139,0.2585,0.4323,0.3092
1527470700,0.3428,39.3,0.4251,83.4,0.003,0.321,0.3981,0.2809
1527471000,0.2989,39.8,0.4263,78.7,0.00181,0.2916,0.4158,0.2926
1527471300,0.3018,34.4,0.4213,81.3,0.00121,0.295,0.4118,0.2932
1527471600,0.3233,39.3,0.4214,84.3,0.00112,0.3095,0.4034,0.2872
1527471900,0.3385,38.1,0.4162,87.2,0.00201,0.3209,0.3946,0.2844
1527472200,0.3092,36.0,0.4134,82.3,0.0021,0.3024,0.4043,0.2934
1527472500,0.3045,39.6,0.411,73.2,0.00103,0.2999,0.4047,0.2954
1527472800,0.2684,36.3,0.4083,71.2,0.00129,0.2748,0.418,0.3072
1527473100,0.2826,37.2,0.4054,75.0,0.00133,0.286,0.4103,0.3036
1527473400,0.2643,37.4,0.4042,74.7,0.00327,0.2729,0.4173,0.3098
1527473700,0.2565,33.0,0.3964,82.0,0.00259,0.2692,0.416,0.3148
1527474000,0.2316,33.3,0.3954,66.2,0.00161,0.2498,0.4265,0.3236
1527474300,0.3169,36.3,0.4013,79.5,0.00156,0.3112,0.3941,0.2946
1527474600,0.2743,35.2,0.4045,83.1,0.0022,0.2802,0.4133,0.3065
1527474900,0.2525,32.3,0.3991,73.5,0.00175,0.2653,0.4194,0.3153
1527475200,0.2984,36.2,0.4001,82.6,0.001,0.2988,0.4007,0.3005
1527475500,0.2857,36.8,0.3995,77.7,0.00121,0.29,0.4055,0.3045
1527475800,0.2579,30.6,0.3928,77.3,0.00226,0.2713,0.4132,0.3156
1527476100,0.2825,41.1,0.3912,76.9,0.00104,0.2901,0.4018,0.3081
1527476400,0.2318,28.2,0.3872,77.2,0.00363,0.2522,0.4213,0.3264
1527476700,0.2327,27.6,0.3874,64.0,0.00116,0.2529,0.421,0.3261
1527477000,0.2313,34.7,0.3838,71.0,0.00106,0.2528,0.4194,0.3278
