timestamp,cpu_avg,rps,mem_avg,lat_p95,err_rate,phi1,phi2,phi3
1527390900,0.2486,12.5,0.8152,62.8,0.00378,0.5164,0.4089,0.0746
1527391200,0.2332,13.1,0.8157,75.6,0.00255,0.4969,0.394,0.109
1527391500,0.3274,13.0,0.8401,62.0,0.00141,0.521,0.4134,0.0656
1527391800,0.3034,13.1,0.8459,64.1,0.00176,0.5168,0.4099,0.0733
1527392100,0.2227,12.6,0.8117,65.7,0.00141,0.5106,0.4049,0.0845
1527392400,0.3202,12.2,0.8229,62.6,0.00225,0.5197,0.4121,0.0682
1527392700,0.2861,12.5,0.8404,69.2,0.00162,0.5088,0.4025,0.0887
1527393000,0.3163,11.9,0.857,60.1,0.0027,0.5238,0.4146,0.0616
1527393300,0.2951,11.8,0.8501,67.5,0.00184,0.5115,0.4048,0.0837
1527393600,0.2947,11.9,0.8633,62.4,0.00111,0.5194,0.4108,0.0698
1527393900,0.4068,12.1,0.8611,95.9,0.00137,0.4769,0.3769,0.1462
1527394200,0.3286,12.5,0.8509,79.7,0.00132,0.4958,0.3917,0.1125
1527394500,0.2966,12.4,0.8575,69.6,0.0011,0.5088,0.4022,0.089
1527394800,0.2646,12.3,0.852,70.1,0.00267,0.5066,0.4006,0.0928
1527395100,0.2354,13.2,0.8562,63.5,0.00274,0.5152,0.4074,0.0774
1527395400,0.2439,13.6,0.8482,61.5,0.00265,0.5188,0.4101,0.0711
1527395700,0.2311,13.4,0.8495,57.0,0.00229,0.5251,0.415,0.0599
1527396000,0.2488,13.4,0.8512,59.5,0.00235,0.5219,0.4129,0.0653
1527396300,0.2347,13.2,0.8434,57.2,0.00143,0.5248,0.415,0.0602
1527396600,0.3724,13.1,0.8731,69.4,0.00242,0.5124,0.4054,0.0822
1527396900,0.2674,12.7,0.8626,59.4,0.00233,0.5225,0.4137,0.0637
1527397200,0.2627,12.9,0.8557,70.4,0.00186,0.506,0.4003,0.0937
1527397500,0.2952,12.6,0.8652,62.1,0.00133,0.5198,0.4113,0.0689
1527397800,0.2873,12.8,0.8635,65.2,0.00158,0.5147,0.4074,0.0779
1527398100,0.2654,12.7,0.8538,57.0,0.00188,0.5261,0.4167,0.0572
1527398400,0.247,12.5,0.8485,58.5,0.00213,0.523,0.4141,0.0629
1527398700,0.3754,13.2,0.8493,107.9,0.00267,0.4607,0.3648,0.1745
1527399000,0.3496,12.9,0.8672,83.2,0.00202,0.4914,0.3891,0.1195
1527399300,0.4412,12.8,0.8701,126.5,0.00245,0.4415,0.3492,0.2093
1527399600,0.5133,12.9,0.8859,123.6,0.00135,0.4473,0.3538,0.1989
1527399900,0.4656,12.8,0.8845,94.0,0.00188,0.4818,0.3809,0.1373
1527400200,0.4908,12.7,0.8825,97.7,0.00257,0.4783,0.3775,0.1442
1527400500,0.3974,11.5,0.8618,81.9,0.00242,0.4955,0.3912,0.1133
1527400800,0.3549,12.4,0.8579,67.4,0.00167,0.515,0.4064,0.0786
1527401100,0.5472,11.4,0.8826,101.8,0.00303,0.4749,0.3745,0.1506
1527401400,0.4723,11.3,0.862,82.5,0.00101,0.4977,0.393,0.1094
1527401700,0.686,11.8,0.9022,91.3,0.00166,0.4946,0.3904,0.115
1527402000,0.7681,13.2,0.8981,91.3,0.00375,0.4983,0.3935,0.1082
1527402300,0.5584,13.1,0.8698,77.1,0.00182,0.5095,0.4025,0.088
1527402600,0.566,12.2,0.8808,87.1,0.0014,0.4956,0.3909,0.1135
1527402900,0.5506,12.6,0.8819,87.7,0.002,0.494,0.39,0.116
1527403200,0.5296,12.7,0.886,87.8,0.00209,0.493,0.3894,0.1176
1527403500,0.5141,11.5,0.8867,91.8,0.00296,0.4864,0.3844,0.1292
1527403800,0.5347,12.2,0.8862,97.6,0.00226,0.4797,0.3793,0.141
1527404100,0.4482,11.3,0.8707,92.9,0.00248,0.4823,0.3809,0.1367
1527404400,0.3785,11.9,0.8219,79.0,0.0012,0.4986,0.3941,0.1073
1527404700,0.4461,12.2,0.8357,91.9,0.00225,0.4837,0.3824,0.1339
1527405000,0.4297,10.8,0.8229,94.4,0.00197,0.4794,0.3787,0.1419
1527405300,0.4106,11.6,0.8398,95.0,0.00159,0.4782,0.3777,0.1441
1527405600,0.4074,11.1,0.8414,73.7,0.00194,0.5076,0.4006,0.0917
1527405900,0.3966,11.9,0.848,76.4,0.001,0.5033,0.3975,0.0993
1527406200,0.4761,11.8,0.8846,68.0,0.00166,0.5189,0.4107,0.0703
1527406500,0.3683,12.8,0.8553,65.1,0.00264,0.5189,0.4101,0.0709
1527406800,0.3849,12.8,0.8708,71.3,0.00281,0.5101,0.4034,0.0864
1527407100,0.3234,12.1,0.8358,66.4,0.00129,0.5146,0.4069,0.0785
1527407400,0.3082,12.5,0.8353,69.6,0.00102,0.5094,0.4025,0.0881
1527407700,0.3602,12.5,0.8482,92.3,0.00142,0.4801,0.3792,0.1408
1527408000,0.3789,12.6,0.8758,86.1,0.00189,0.489,0.3864,0.1246
1527408300,0.4775,12.8,0.8589,92.3,0.00112,0.4848,0.3829,0.1323
1527408600,0.4074,12.8,0.8508,86.2,0.0032,0.4901,0.3873,0.1225
1527408900,0.4575,13.4,0.847,78.1,0.00121,0.5038,0.398,0.0981
1527409200,0.4253,13.2,0.8424,89.6,0.0014,0.4864,0.3842,0.1293
1527409500,0.4647,13.1,0.8667,103.3,0.00195,0.47,0.3714,0.1586
1527409800,0.4407,12.9,0.8592,83.0,0.00195,0.4959,0.392,0.1121
1527410100,0.352,12.7,0.824,73.1,0.00117,0.506,0.4001,0.0938
1527410400,0.403,13.1,0.8396,72.4,0.00107,0.5095,0.4027,0.0878
1527410700,0.4239,12.6,0.8287,75.6,0.00153,0.5056,0.3997,0.0947
1527411000,0.3557,13.1,0.8288,67.4,0.00209,0.5148,0.407,0.0781
1527411300,0.3801,13.0,0.8373,65.6,0.00212,0.5187,0.41,0.0712
1527411600,0.351,12.6,0.8295,64.1,0.00224,0.5195,0.4107,0.0698
1527411900,0.4204,13.1,0.8304,72.4,0.0012,0.5103,0.4033,0.0863
1527412200,0.4547,13.1,0.8472,68.4,0.00185,0.5178,0.4092,0.073
1527412500,0.3643,13.3,0.8246,67.7,0.00194,0.5147,0.407,0.0783
1527412800,0.3184,13.6,0.8208,61.5,0.00111,0.522,0.413,0.065
1527413100,0.3764,14.3,0.8163,79.7,0.00148,0.4979,0.3941,0.108
1527413400,0.3535,14.6,0.8236,67.5,0.00145,0.5146,0.4073,0.0781
1527413700,0.323,14.5,0.8081,61.8,0.0031,0.5218,0.4131,0.0651
1527414000,0.3665,14.6,0.8148,66.5,0.00207,0.5165,0.4091,0.0744
1527414300,0.3576,14.6,0.8219,64.4,0.00107,0.5194,0.4111,0.0695
1527414600,0.3554,14.6,0.845,63.3,0.00169,0.5209,0.4125,0.0667
1527414900,0.3842,15.2,0.8382,62.2,0.00197,0.5241,0.4149,0.061
1527415200,0.3657,15.9,0.846,64.1,0.00135,0.5205,0.412,0.0675
1527415500,0.3674,15.1,0.8495,63.1,0.00215,0.5218,0.4133,0.0648
1527415800,0.4163,15.1,0.837,73.7,0.00138,0.5081,0.4025,0.0894
1527416100,0.4748,14.5,0.8609,70.5,0.00257,0.5156,0.408,0.0764
1527416400,0.3699,14.9,0.8524,68.4,0.00129,0.514,0.4067,0.0792
1527416700,0.3224,14.8,0.8335,62.9,0.0012,0.5202,0.4117,0.0681
1527417000,0.3003,15.5,0.8296,60.6,0.00107,0.5227,0.4139,0.0633
1527417300,0.2929,15.8,0.8303,60.7,0.00158,0.5222,0.4136,0.0643
1527417600,0.2521,15.1,0.8171,62.4,0.0025,0.5175,0.4101,0.0724
1527417900,0.3046,14.6,0.8263,62.0,0.00143,0.5207,0.4122,0.0671
1527418200,0.3405,14.1,0.8298,60.6,0.00205,0.5242,0.4152,0.0605
1527418500,0.295,14.0,0.8249,60.0,0.00206,0.5233,0.4141,0.0626
1527418800,0.2499,14.3,0.8129,61.0,0.00189,0.5194,0.4116,0.069
1527419100,0.3792,14.1,0.8525,66.5,0.0021,0.5172,0.4092,0.0736
1527419400,0.3358,14.5,0.8483,63.2,0.00159,0.5204,0.4116,0.068
1527419700,0.3855,14.0,0.8316,66.5,0.00152,0.5175,0.4097,0.0729
1527420000,0.36,14.3,0.8341,61.4,0.00191,0.5241,0.415,0.0609
1527420300,0.3929,15.1,0.8503,63.6,0.00184,0.5223,0.4137,0.064
1527420600,0.3596,15.6,0.8503,63.9,0.00261,0.5204,0.4121,0.0674
1527420900,0.355,15.7,0.8499,65.5,0.00168,0.5177,0.4099,0.0724
1527421200,0.2766,15.5,0.8337,61.9,0.00156,0.5193,0.4119,0.0688
1527421500,0.295,15.4,0.8366,61.6,0.00117,0.5207,0.4125,0.0667
1527421800,0.3628,15.0,0.8427,68.0,0.00157,0.5143,0.4071,0.0786
1527422100,0.3457,14.5,0.8364,73.5,0.00101,0.5056,0.3998,0.0945
1527422400,0.352,14.6,0.8478,87.4,0.00127,0.4865,0.3848,0.1286
1527422700,0.3683,14.4,0.8487,98.3,0.00253,0.473,0.374,0.153
1527423000,0.3672,14.3,0.8637,79.7,0.0015,0.4977,0.3937,0.1087
1527423300,0.4369,14.5,0.895,76.8,0.00171,0.5049,0.3992,0.0959
1527423600,0.3713,13.5,0.8609,64.7,0.00139,0.5195,0.411,0.0695
1527423900,0.3173,13.6,0.8511,63.5,0.00104,0.5191,0.4104,0.0705
1527424200,0.2708,13.6,0.8433,60.7,0.00296,0.5211,0.4123,0.0667
1527424500,0.2492,13.2,0.8397,58.1,0.00258,0.5242,0.4144,0.0614
1527424800,0.4225,12.8,0.8413,74.7,0.00131,0.5071,0.4006,0.0923
1527425100,0.2647,13.0,0.8392,61.0,0.00167,0.5202,0.4114,0.0683
1527425400,0.3554,13.7,0.8829,69.2,0.00128,0.512,0.4052,0.0828
1527425700,0.3153,13.9,0.8695,60.9,0.00181,0.5226,0.4139,0.0636
1527426000,0.3099,14.1,0.8538,58.3,0.00104,0.5265,0.417,0.0565
1527426300,0.3,14.1,0.8678,59.2,0.00399,0.5248,0.4153,0.0599
1527426600,0.3286,14.5,0.8832,59.3,0.00115,0.5257,0.4164,0.0578
1527426900,0.3435,14.5,0.8901,67.1,0.00348,0.5145,0.4075,0.078
1527427200,0.3544,14.3,0.8754,69.5,0.00117,0.5117,0.4048,0.0836
1527427500,0.3347,14.0,0.8691,77.8,0.00228,0.4988,0.3946,0.1065
1527427800,0.4574,14.8,0.8659,66.0,0.00132,0.5214,0.413,0.0656
1527428100,0.3128,14.7,0.868,71.4,0.00203,0.5069,0.4016,0.0916
1527428400,0.3777,14.8,0.8524,63.7,0.00155,0.5213,0.4131,0.0656
1527428700,0.3221,14.9,0.8436,61.8,0.00181,0.5216,0.4133,0.0651
1527429000,0.377,14.6,0.8743,65.2,0.00107,0.5189,0.4111,0.0701
1527429300,0.3438,14.9,0.8705,59.6,0.00105,0.5259,0.417,0.0571
1527429600,0.3744,14.7,0.8627,67.3,0.00148,0.5157,0.4086,0.0757
1527429900,0.309,15.0,0.8703,64.8,0.00108,0.5164,0.4093,0.0744
1527430200,0.379,15.2,0.8577,69.3,0.0014,0.5129,0.4065,0.0806
1527430500,0.3834,15.3,0.8581,67.3,0.00155,0.5162,0.4089,0.0749
1527430800,0.3001,15.3,0.8508,59.6,0.00208,0.5239,0.4152,0.0608
1527431100,0.3465,15.2,0.8596,64.2,0.00193,0.519,0.4114,0.0696
1527431400,0.2607,14.8,0.8505,57.5,0.0014,0.5254,0.4163,0.0583
1527431700,0.3991,14.8,0.8792,69.1,0.00128,0.5141,0.4073,0.0787
1527432000,0.3037,14.7,0.858,67.9,0.00196,0.5116,0.4054,0.0831
1527432300,0.2859,14.7,0.8556,64.7,0.00215,0.5157,0.4084,0.0759
1527432600,0.3239,15.0,0.8725,67.4,0.00162,0.5134,0.4065,0.0801
1527432900,0.27,14.8,0.8625,66.0,0.00105,0.5131,0.4061,0.0808
1527433200,0.2677,15.4,0.8668,61.2,0.00222,0.5203,0.412,0.0677
1527433500,0.3427,15.5,0.891,64.1,0.00316,0.5193,0.4112,0.0694
1527433800,0.2921,15.2,0.8827,66.3,0.00237,0.5136,0.4067,0.0797
1527434100,0.3013,15.7,0.8777,67.1,0.0015,0.513,0.4062,0.0808
1527434400,0.3458,15.3,0.8753,68.9,0.00227,0.5121,0.4056,0.0822
1527434700,0.3366,15.2,0.8806,66.4,0.00202,0.5156,0.4082,0.0762
1527435000,0.3184,16.4,0.8895,69.5,0.00345,0.5102,0.4043,0.0855
1527435300,0.3029,15.8,0.8826,72.2,0.00232,0.5056,0.4004,0.094
1527435600,0.3017,15.9,0.8707,65.3,0.0015,0.5157,0.4084,0.0759
1527435900,0.338,15.7,0.8817,68.4,0.00147,0.5128,0.406,0.0813
1527436200,0.3682,15.8,0.9016,70.9,0.00217,0.5105,0.4039,0.0856
1527436500,0.4215,15.7,0.896,67.7,0.00245,0.5173,0.4099,0.0728
1527436800,0.3365,15.2,0.8754,67.7,0.00195,0.5135,0.4069,0.0796
1527437100,0.3384,15.8,0.8846,66.4,0.00162,0.5155,0.4085,0.0761
1527437400,0.3499,15.9,0.9091,71.3,0.00114,0.5087,0.4033,0.088
1527437700,0.4013,15.7,0.889,72.2,0.00122,0.5097,0.4038,0.0865
1527438000,0.3181,15.9,0.8881,64.5,0.00241,0.5175,0.41,0.0725
1527438300,0.3749,15.6,0.8893,69.9,0.00177,0.512,0.4056,0.0824
1527438600,0.3773,15.2,0.8824,66.8,0.00159,0.5167,0.4093,0.074
1527438900,0.3856,15.7,0.8871,74.1,0.00101,0.5062,0.4013,0.0925
1527439200,0.3109,14.9,0.8668,67.0,0.00114,0.5131,0.4068,0.0802
1527439500,0.3097,14.8,0.8569,62.4,0.00144,0.5203,0.412,0.0677
1527439800,0.2796,15.3,0.8639,66.7,0.00105,0.5124,0.4059,0.0817
1527440100,0.3225,15.6,0.8677,65.9,0.00231,0.5156,0.4085,0.0759
1527440400,0.3779,15.6,0.8884,73.7,0.00221,0.5066,0.4013,0.0921
1527440700,0.3447,15.6,0.8868,74.8,0.00192,0.5035,0.3989,0.0975
1527441000,0.4049,15.9,0.8734,70.9,0.00168,0.5118,0.4057,0.0826
1527441300,0.3628,14.8,0.8624,77.0,0.00196,0.5008,0.3972,0.102
1527441600,0.3417,17.4,0.882,70.7,0.00241,0.5098,0.4037,0.0865
1527441900,0.3012,15.4,0.8754,66.0,0.0033,0.5144,0.4078,0.0779
1527442200,0.3074,16.6,0.8622,71.0,0.00152,0.5074,0.4023,0.0903
1527442500,0.2881,16.3,0.8649,67.0,0.00232,0.5121,0.4064,0.0814
1527442800,0.3542,15.4,0.8881,83.5,0.00227,0.4914,0.3902,0.1184
1527443100,0.3703,16.6,0.8831,94.2,0.00184,0.4784,0.3795,0.1421
1527443400,0.3164,16.2,0.8793,76.0,0.00236,0.5005,0.3971,0.1024
1527443700,0.2894,15.8,0.8691,67.4,0.00174,0.5118,0.4058,0.0824
1527444000,0.3162,16.6,0.8914,66.6,0.00312,0.5143,0.4078,0.078
1527444300,0.3247,16.5,0.881,72.1,0.00115,0.5065,0.4018,0.0917
1527444600,0.4318,16.1,0.8939,80.4,0.0015,0.4994,0.3957,0.1049
1527444900,0.3826,16.5,0.8738,70.9,0.00171,0.511,0.4048,0.0842
1527445200,0.2961,16.8,0.8622,79.2,0.00156,0.4959,0.3924,0.1117
1527445500,0.2728,17.2,0.866,64.2,0.00108,0.5162,0.409,0.0748
1527445800,0.3006,16.1,0.8655,64.4,0.00207,0.5168,0.4097,0.0735
1527446100,0.3191,16.2,0.8755,66.6,0.00109,0.5145,0.4077,0.0778
1527446400,0.2676,16.0,0.8648,64.6,0.00238,0.5152,0.408,0.0769
1527446700,0.2866,16.5,0.8539,63.4,0.00251,0.5178,0.4103,0.0719
1527447000,0.2835,16.5,0.856,61.9,0.00182,0.52,0.4119,0.068
1527447300,0.287,16.5,0.8681,60.7,0.00228,0.5221,0.4135,0.0644
1527447600,0.2546,16.8,0.8677,60.6,0.00268,0.5208,0.4125,0.0667
1527447900,0.2947,16.3,0.8665,70.8,0.00201,0.5073,0.402,0.0907
1527448200,0.3093,16.1,0.8729,68.7,0.00105,0.5108,0.4048,0.0843
1527448500,0.25,15.6,0.866,65.3,0.00325,0.5133,0.4065,0.0802
1527448800,0.2811,15.6,0.8782,65.4,0.00216,0.5145,0.4074,0.0781
1527449100,0.2708,15.7,0.8748,62.4,0.00102,0.5184,0.411,0.0706
1527449400,0.2546,15.9,0.8626,61.0,0.00263,0.5197,0.4121,0.0682
1527449700,0.2694,15.9,0.8644,62.1,0.00173,0.5189,0.4111,0.07
1527450000,0.3045,16.0,0.8692,70.1,0.00114,0.5085,0.4031,0.0884
1527450300,0.2518,16.4,0.8731,60.3,0.00107,0.5208,0.4129,0.0663
1527450600,0.2407,16.2,0.8637,60.4,0.00196,0.5199,0.4126,0.0675
1527450900,0.3231,16.8,0.8848,68.3,0.00167,0.512,0.4061,0.0819
1527451200,0.3159,17.0,0.8867,70.3,0.00245,0.5088,0.4037,0.0875
1527451500,0.3256,17.1,0.8786,71.2,0.00124,0.5078,0.4031,0.0891
1527451800,0.2614,17.3,0.8702,61.9,0.00278,0.5188,0.4117,0.0695
1527452100,0.4018,17.2,0.8904,68.6,0.00128,0.515,0.4088,0.0762
1527452400,0.2726,17.0,0.8779,69.8,0.00133,0.5078,0.4026,0.0896
1527452700,0.3186,17.2,0.8781,70.3,0.00114,0.5091,0.4035,0.0873
1527453000,0.288,17.1,0.8725,65.1,0.00198,0.5155,0.4084,0.0761
1527453300,0.2865,17.2,0.8728,64.9,0.00158,0.5157,0.4087,0.0756
1527453600,0.3123,17.2,0.8764,66.5,0.00149,0.5145,0.4076,0.0779
1527453900,0.2489,17.7,0.8748,63.1,0.00199,0.5171,0.4093,0.0736
1527454200,0.247,17.0,0.8728,69.4,0.00203,0.5076,0.4017,0.0907
1527454500,0.3067,17.1,0.8985,67.7,0.0011,0.5127,0.4059,0.0815
1527454800,0.2951,17.2,0.8871,65.7,0.00185,0.515,0.408,0.0771
1527455100,0.35,17.1,0.8955,80.8,0.00114,0.4959,0.3925,0.1115
1527455400,0.3038,17.1,0.8759,69.0,0.0012,0.5106,0.4042,0.0853
1527455700,0.2908,17.1,0.8723,66.1,0.00179,0.5143,0.4073,0.0784
1527456000,0.3126,17.9,0.8803,66.4,0.00172,0.5149,0.4077,0.0774
1527456300,0.2989,17.6,0.8857,68.7,0.00147,0.5108,0.4045,0.0847
1527456600,0.2769,17.5,0.8922,65.4,0.00191,0.5146,0.4076,0.0777
1527456900,0.2733,17.4,0.8766,65.3,0.00283,0.5149,0.4075,0.0776
1527457200,0.2223,17.7,0.8657,61.9,0.00141,0.5175,0.4098,0.0726
1527457500,0.2379,18.1,0.8678,65.2,0.00111,0.5134,0.4065,0.0801
1527457800,0.266,18.3,0.8834,61.7,0.00234,0.5199,0.4116,0.0685
1527458100,0.2931,18.2,0.8764,63.0,0.00278,0.5193,0.4109,0.0698
1527458400,0.2443,18.6,0.867,68.6,0.00228,0.5086,0.4032,0.0882
1527458700,0.5066,18.4,0.8844,75.2,0.00193,0.5104,0.4046,0.085
1527459000,0.274,18.5,0.8767,66.9,0.00112,0.5122,0.4062,0.0815
1527459300,0.2552,17.9,0.8809,60.7,0.00149,0.5205,0.4129,0.0666
1527459600,0.2632,17.4,0.8761,62.1,0.00235,0.5187,0.4114,0.0699
1527459900,0.2411,17.4,0.8752,61.6,0.0014,0.5187,0.4109,0.0704
1527460200,0.2014,17.0,0.8717,57.6,0.0015,0.5227,0.4144,0.0629
1527460500,0.2156,16.8,0.8639,59.9,0.00156,0.5199,0.4121,0.068
1527460800,0.2441,17.1,0.8712,60.6,0.00124,0.5202,0.4123,0.0676
1527461100,0.2295,17.3,0.8645,59.2,0.00145,0.5215,0.4135,0.065
1527461400,0.208,17.7,0.8712,58.4,0.00107,0.5219,0.4138,0.0643
1527461700,0.2435,17.5,0.8908,58.3,0.00176,0.5236,0.4151,0.0613
1527462000,0.2263,17.7,0.885,58.5,0.00185,0.5225,0.4143,0.0632
1527462300,0.2924,18.0,0.8854,63.4,0.00114,0.5183,0.4108,0.0709
1527462600,0.2282,17.6,0.8711,60.1,0.00177,0.5204,0.4122,0.0674
1527462900,0.2048,17.5,0.8656,57.3,0.00118,0.5236,0.4147,0.0617
1527463200,0.2236,16.9,0.8666,60.7,0.00152,0.5194,0.4111,0.0695
1527463500,0.2709,17.5,0.8703,67.9,0.00152,0.5106,0.4047,0.0847
1527463800,0.2358,17.0,0.8615,71.9,0.00126,0.5033,0.3987,0.098
1527464100,0.2513,17.1,0.8647,71.3,0.00215,0.5049,0.3999,0.0952
1527464400,0.2301,16.6,0.8454,76.1,0.00144,0.4972,0.3939,0.109
1527464700,0.2667,17.3,0.8606,89.8,0.0022,0.4804,0.3808,0.1387
1527465000,0.1951,17.3,0.8361,59.6,0.00211,0.5195,0.4117,0.0688
1527465300,0.2069,17.3,0.8414,56.3,0.00134,0.5249,0.4163,0.0588
1527465600,0.2095,17.7,0.8449,59.7,0.00163,0.5199,0.4124,0.0678
1527465900,0.2415,17.9,0.8405,60.7,0.00304,0.5198,0.4125,0.0677
1527466200,0.2139,17.5,0.8438,56.5,0.00233,0.5249,0.4165,0.0586
1527466500,0.4134,17.6,0.8622,86.9,0.00137,0.49,0.3887,0.1213
1527466800,0.3873,17.5,0.8393,82.4,0.00182,0.4949,0.3928,0.1124
1527467100,0.4252,17.5,0.8713,83.5,0.00271,0.4949,0.3927,0.1124
1527467400,0.4051,17.5,0.849,80.5,0.00254,0.4982,0.3952,0.1066
1527467700,0.3097,17.9,0.8609,60.2,0.00312,0.5236,0.4154,0.061
1527468000,0.2788,18.0,0.8168,59.0,0.00172,0.5237,0.4163,0.06
1527468300,0.2982,18.2,0.8453,64.3,0.00201,0.5166,0.4107,0.0727
1527468600,0.3245,18.1,0.8218,67.6,0.00185,0.5132,0.4074,0.0794
1527468900,0.3395,17.8,0.8304,85.2,0.00169,0.4892,0.3883,0.1224
1527469200,0.3074,17.8,0.829,77.1,0.00135,0.4988,0.3961,0.1051
1527469500,0.316,17.5,0.8446,71.1,0.00147,0.5077,0.4029,0.0894
1527469800,0.3668,17.7,0.8566,82.4,0.00268,0.4941,0.392,0.1138
1527470100,0.2714,17.4,0.7978,64.9,0.00186,0.5149,0.4083,0.0768
1527470400,0.3378,17.6,0.8321,65.5,0.00109,0.517,0.4101,0.0729
1527470700,0.3393,17.8,0.8473,84.1,0.00227,0.4909,0.3892,0.1199
1527471000,0.2925,17.9,0.8127,64.3,0.0014,0.5168,0.41,0.0732
1527471300,0.3132,18.5,0.815,75.5,0.00155,0.5012,0.3983,0.1005
1527471600,0.3608,18.2,0.8736,59.5,0.00145,0.5272,0.4181,0.0548
1527471900,0.4257,18.0,0.8744,70.6,0.00364,0.5132,0.4072,0.0795
1527472200,0.3523,17.9,0.8446,70.2,0.00127,0.5107,0.4052,0.0841
1527472500,0.32,17.7,0.8528,59.8,0.00186,0.5247,0.4162,0.0591
1527472800,0.3092,17.7,0.848,59.9,0.00247,0.524,0.4159,0.0602
1527473100,0.3583,18.1,0.836,62.8,0.00124,0.522,0.414,0.0641
1527473400,0.304,18.8,0.8341,61.9,0.00217,0.5208,0.4134,0.0658
1527473700,0.3525,18.9,0.8405,62.8,0.00204,0.5218,0.414,0.0642
1527474000,0.378,18.4,0.8446,70.4,0.00195,0.5118,0.4057,0.0825
1527474300,0.3562,18.5,0.8558,83.6,0.00105,0.4925,0.3903,0.1172
1527474600,0.3425,18.0,0.8594,71.7,0.00265,0.5084,0.4029,0.0887
1527474900,0.399,17.2,0.869,71.4,0.00133,0.5114,0.4048,0.0838
1527475200,0.377,17.5,0.8536,64.9,0.00253,0.52,0.4117,0.0682
1527475500,0.3306,18.2,0.8467,72.8,0.00125,0.5066,0.4009,0.0925
1527475800,0.4375,17.6,0.8626,71.4,0.00109,0.5129,0.4063,0.0808
1527476100,0.4046,17.7,0.8525,74.4,0.00205,0.5073,0.4018,0.091
1527476400,0.326,17.9,0.8274,63.5,0.00181,0.5197,0.4116,0.0687
1527476700,0.3721,17.8,0.8375,63.2,0.00119,0.5222,0.4137,0.0641
1527477000,0.4516,18.2,0.8634,70.2,0.0012,0.5156,0.4081,0.0763
